ParserWithPrecolation_11-20
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
27			15			0			0.94			1.00			16			17			16			0			15			15			1.00			
28			15			0			0.87			0.93			13			15			14			1			15			15			1.00			
29			19			0			0.90			0.95			19			21			20			1			19			19			1.00			
30			18			0			0.95			1.00			20			21			20			0			18			18			1.00			
31			16			0			1.00			1.00			19			19			19			0			16			15			0.94			
32			17			0			0.90			0.90			18			20			20			2			17			17			1.00			
33			16			0			0.82			0.88			14			17			16			0			16			15			0.94			
34			17			0			0.81			0.87			13			16			15			2			17			17			1.00			
35			12			0			1.00			1.00			12			12			12			0			12			12			1.00			
36			18			0			0.83			0.88			15			18			17			2			18			18			1.00			
37			12			0			0.85			0.92			11			13			12			1			12			11			0.92			
38			14			0			1.00			1.00			14			14			14			0			14			14			1.00			
39			16			0			0.94			0.89			16			17			18			1			16			16			1.00			
40			19			0			0.88			0.79			15			17			19			1			19			19			1.00			
41			12			0			0.77			0.83			10			13			12			2			12			12			1.00			
42			16			0			0.82			0.93			14			17			15			0			16			16			1.00			
43			11			0			0.92			1.00			12			13			12			0			11			10			0.91			
44			16			0			1.00			0.94			16			16			17			0			16			16			1.00			
45			15			0			0.73			0.79			11			15			14			2			15			15			1.00			
46			16			0			0.96			1.00			22			23			22			0			16			16			1.00			
47			19			0			0.75			0.79			15			20			19			3			19			18			0.95			
48			19			0			0.78			0.90			18			23			20			2			19			18			0.95			
49			13			0			0.83			0.88			15			18			17			2			13			12			0.92			
50			20			0			0.75			0.75			15			20			20			5			20			20			1.00			
51			20			0			0.95			0.95			21			22			22			0			20			20			1.00			
52			17			0			0.94			0.94			16			17			17			0			17			17			1.00			
53			11			0			0.92			0.92			12			13			13			1			11			11			1.00			
54			19			0			0.89			0.94			17			19			18			1			19			19			1.00			
55			14			0			1.00			1.00			15			15			15			0			14			14			1.00			
56			17			0			0.79			0.71			15			19			21			2			17			16			0.94			
57			17			0			0.65			0.65			15			23			23			6			17			17			1.00			
58			19			0			0.96			1.00			22			23			22			0			19			19			1.00			
59			13			0			1.00			0.93			14			14			15			0			13			13			1.00			
60			15			0			1.00			1.00			18			18			18			0			15			15			1.00			
61			16			0			1.00			1.00			18			18			18			0			16			16			1.00			
62			14			0			1.00			1.00			16			16			16			0			14			14			1.00			
63			18			0			1.00			1.00			20			20			20			0			18			18			1.00			
64			18			0			0.95			1.00			20			21			20			0			18			18			1.00			
65			15			0			0.75			0.79			15			20			19			1			15			13			0.87			
66			15			0			0.79			0.85			11			14			13			2			15			15			1.00			
67			12			0			0.89			0.94			16			18			17			1			12			12			1.00			
68			19			0			0.86			0.95			18			21			19			1			19			18			0.95			
69			16			0			1.00			1.00			21			21			21			0			16			16			1.00			
70			14			0			0.85			0.92			11			13			12			1			14			14			1.00			
71			16			0			1.00			1.00			14			14			14			0			16			16			1.00			
72			20			0			1.00			1.00			21			21			21			0			20			20			1.00			
73			11			0			1.00			1.00			12			12			12			0			11			11			1.00			
74			14			0			0.92			0.92			12			13			13			1			14			14			1.00			
75			19			0			0.88			0.88			14			16			16			1			19			19			1.00			
76			15			0			0.94			0.94			15			16			16			1			15			15			1.00			
77			14			0			0.93			0.93			13			14			14			1			14			14			1.00			
78			14			0			1.00			1.00			16			16			16			0			14			14			1.00			
79			20			0			1.00			0.95			19			19			20			0			20			20			1.00			
80			14			0			0.89			0.89			16			18			18			1			14			14			1.00			
81			16			0			1.00			1.00			18			18			18			0			16			16			1.00			
82			14			0			0.65			0.79			11			17			14			2			14			13			0.93			
83			11			0			1.00			1.00			10			10			10			0			11			11			1.00			
84			13			0			0.92			0.85			11			12			13			1			13			13			1.00			
85			16			0			1.00			1.00			13			13			13			0			16			16			1.00			
