ParserWithPrecolation_25-30
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
0			26			0			0.22			0.37			7			32			19			11			26			21			0.81			
2			29			0			0.33			0.53			10			30			19			7			29			24			0.83			
2			29			0			0.33			0.53			10			30			19			7			29			24			0.83			
3			30			0			0.29			0.48			10			35			21			10			30			21			0.70			
4			29			0			0.38			0.69			11			29			16			2			29			19			0.66			
5			25			0			0.36			0.60			9			25			15			5			25			19			0.76			
6			25			0			0.21			0.38			6			28			16			7			25			15			0.60			
7			26			0			0.31			0.36			8			26			22			9			26			17			0.65			
8			30			0			0.26			0.35			8			31			23			13			30			23			0.77			
9			25			0			0.46			0.63			12			26			19			7			25			20			0.80			
10			30			0			0.39			0.55			11			28			20			5			30			23			0.77			
11			30			0			0.52			0.59			13			25			22			4			30			24			0.80			
12			27			0			0.41			0.58			11			27			19			6			27			21			0.78			
13			30			0			0.29			0.35			9			31			26			14			30			22			0.73			
14			28			0			0.29			0.50			9			31			18			4			28			16			0.57			
15			30			0			0.16			0.23			5			31			22			12			30			23			0.77			
16			28			0			0.22			0.30			7			32			23			14			28			24			0.86			
17			29			0			0.43			0.63			12			28			19			2			29			19			0.66			
18			25			0			0.50			0.81			13			26			16			2			25			17			0.68			
19			29			0			0.50			0.59			13			26			22			6			29			25			0.86			
20			25			0			0.56			0.78			14			25			18			2			25			19			0.76			
21			30			0			0.31			0.55			11			35			20			6			30			22			0.73			
23			25			0			0.46			0.61			11			24			18			3			25			20			0.80			
23			25			0			0.46			0.61			11			24			18			3			25			20			0.80			
24			28			0			0.27			0.40			8			30			20			10			28			24			0.86			
25			30			0			0.35			0.55			11			31			20			7			30			21			0.70			
26			28			0			0.46			0.60			12			26			20			7			28			22			0.79			
27			25			0			0.29			0.47			8			28			17			7			25			19			0.76			
28			29			0			0.39			0.68			15			38			22			6			29			20			0.69			
29			26			0			0.29			0.53			9			31			17			7			26			19			0.73			
30			27			0			0.29			0.45			9			31			20			5			27			15			0.56			
31			28			0			0.24			0.35			7			29			20			10			28			18			0.64			
32			26			0			0.08			0.15			3			36			20			15			26			17			0.65			
33			29			0			0.31			0.35			8			26			23			13			29			21			0.72			
34			28			0			0.35			0.65			11			31			17			5			28			23			0.82			
35			25			0			0.28			0.47			7			25			15			6			25			16			0.64			
36			26			0			0.23			0.39			7			30			18			8			26			18			0.69			
37			29			0			0.45			0.59			13			29			22			4			29			20			0.69			
38			28			0			0.54			0.74			14			26			19			1			28			22			0.79			
39			30			0			0.17			0.32			6			35			19			12			30			22			0.73			
40			30			0			0.29			0.43			9			31			21			8			30			22			0.73			
41			25			0			0.50			0.63			12			24			19			5			25			23			0.92			
42			27			0			0.48			0.60			12			25			20			5			27			21			0.78			
43			28			0			0.06			0.12			2			34			16			10			28			13			0.46			
44			27			0			0.33			0.47			9			27			19			5			27			22			0.81			
45			29			0			0.29			0.59			10			35			17			5			29			22			0.76			
46			26			0			0.29			0.53			9			31			17			3			26			21			0.81			
47			26			0			0.37			0.53			10			27			19			4			26			21			0.81			
48			29			0			0.34			0.60			12			35			20			7			29			16			0.55			
49			26			0			0.37			0.61			11			30			18			4			26			21			0.81			
50			28			0			0.33			0.56			10			30			18			7			28			23			0.82			
51			29			0			0.48			0.64			14			29			22			6			29			20			0.69			
52			29			0			0.41			0.60			12			29			20			5			29			26			0.90			
53			25			0			0.48			0.73			11			23			15			2			25			16			0.64			
54			28			0			0.33			0.58			11			33			19			7			28			21			0.75			
55			26			0			0.26			0.41			7			27			17			7			26			18			0.69			
56			25			0			0.26			0.44			7			27			16			5			25			15			0.60			
57			26			0			0.19			0.35			6			32			17			3			26			16			0.62			
58			25			0			0.43			0.56			10			23			18			4			25			20			0.80			
59			26			0			0.21			0.33			6			29			18			6			26			14			0.54			
60			29			0			0.32			0.50			9			28			18			6			29			24			0.83			
61			29			0			0.35			0.58			11			31			19			6			29			24			0.83			
62			27			0			0.44			0.60			12			27			20			4			27			19			0.70			
63			28			0			0.12			0.20			4			33			20			10			28			22			0.79			
64			29			0			0.30			0.47			9			30			19			7			29			17			0.59			
65			27			0			0.20			0.32			6			30			19			9			27			18			0.67			
66			26			0			0.39			0.61			11			28			18			4			26			19			0.73			
67			27			0			0.30			0.56			9			30			16			7			27			24			0.89			
68			30			0			0.12			0.23			5			41			22			17			30			21			0.70			
69			27			0			0.35			0.43			9			26			21			12			27			19			0.70			
70			30			0			0.57			0.73			16			28			22			1			30			26			0.87			
71			25			0			0.48			0.61			11			23			18			7			25			19			0.76			
72			25			0			0.44			0.58			11			25			19			6			25			21			0.84			

Number of sentence:	73.00
Number of Error sentence:	0.00
Number of Skip  sentence:	0.00
Number of Valid sentence:	73.00
Bracketing Recall:	32.99
Bracketing Precision:	50.29
Bracketing FMeasure:	39.84
Complete match:	0.00
Average crossing:	6.68
No crossing:	0.00
Tagging accuracy:	73.73


ParserWithoutPrecolation_25-30
