ParserWithPrecolation_21-25
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
54			25			0			0.70			0.80			16			23			20			2			25			19			0.76			
55			21			0			0.89			0.85			17			19			20			1			21			18			0.86			
56			22			0			0.58			0.67			14			24			21			3			22			19			0.86			
57			23			0			0.65			0.68			15			23			22			5			23			22			0.96			
58			24			0			0.44			0.52			11			25			21			2			24			17			0.71			
59			25			0			0.52			0.61			14			27			23			0			25			20			0.80			
60			21			0			0.43			0.45			9			21			20			6			21			18			0.86			
61			25			0			0.61			0.61			14			23			23			5			25			23			0.92			
62			23			0			0.56			0.60			15			27			25			8			23			22			0.96			
63			24			0			0.61			0.68			17			28			25			6			24			21			0.88			
64			23			0			0.69			0.69			18			26			26			5			23			23			1.00			
65			21			0			0.64			0.70			16			25			23			3			21			20			0.95			
66			24			0			0.76			0.73			19			25			26			3			24			24			1.00			
67			22			0			0.77			0.77			17			22			22			2			22			21			0.95			
68			21			0			0.80			0.84			16			20			19			2			21			20			0.95			
69			22			0			0.35			0.42			8			23			19			8			22			21			0.95			
70			24			0			1.00			1.00			22			22			22			0			24			24			1.00			
71			23			0			0.50			0.52			13			26			25			9			23			21			0.91			
72			25			0			0.52			0.60			12			23			20			7			25			20			0.80			
73			23			0			0.62			0.59			13			21			22			3			23			21			0.91			
74			23			0			0.52			0.67			12			23			18			2			23			22			0.96			
75			22			0			0.46			0.62			13			28			21			6			22			21			0.95			
76			21			0			0.58			0.55			11			19			20			4			21			20			0.95			
77			25			0			0.60			0.71			15			25			21			3			25			21			0.84			

Number of sentence:	78.00
Number of Error sentence:	0.00
Number of Skip  sentence:	0.00
Number of Valid sentence:	78.00
Bracketing Recall:	59.22
Bracketing Precision:	63.56
Bracketing FMeasure:	61.31
Complete match:	1.28
Average crossing:	4.74
No crossing:	6.41
Tagging accuracy:	87.80


NP1VC2HC/NP1VC2HC_21-25
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
0			23			0			0.73			0.79			19			26			24			5			23			22			0.96			
1			22			0			0.80			0.83			20			25			24			3			22			22			1.00			
2			22			0			0.84			0.88			21			25			24			3			22			22			1.00			
3			22			0			0.81			0.81			17			21			21			3			22			21			0.95			
4			24			0			0.86			0.86			19			22			22			0			24			23			0.96			
5			21			0			0.96			1.00			24			25			24			0			21			21			1.00			
6			24			0			0.79			0.81			22			28			27			5			24			24			1.00			
7			22			0			0.87			0.87			20			23			23			2			22			22			1.00			
8			22			0			0.91			0.95			21			23			22			1			22			21			0.95			
9			25			0			0.72			0.78			18			25			23			4			25			25			1.00			
10			23			0			0.76			0.79			19			25			24			3			23			23			1.00			
11			25			0			1.00			1.00			28			28			28			0			25			25			1.00			
12			24			0			1.00			1.00			24			24			24			0			24			24			1.00			
13			22			0			0.61			0.58			14			23			24			8			22			20			0.91			
14			24			0			0.76			0.79			19			25			24			5			24			24			1.00			
15			25			0			0.65			0.65			17			26			26			8			25			24			0.96			
16			22			0			0.85			0.88			23			27			26			3			22			22			1.00			
17			23			0			0.72			0.72			18			25			25			7			23			23			1.00			
18			23			0			0.92			0.92			23			25			25			1			23			22			0.96			
19			21			0			1.00			0.96			22			22			23			0			21			21			1.00			
20			22			0			0.81			0.81			17			21			21			1			22			22			1.00			
21			23			0			0.96			0.96			23			24			24			1			23			23			1.00			
22			25			0			0.92			0.92			24			26			26			2			25			25			1.00			
23			22			0			1.00			1.00			21			21			21			0			22			21			0.95			
24			22			0			0.70			0.80			16			23			20			4			22			22			1.00			
25			25			0			1.00			0.96			25			25			26			0			25			25			1.00			
26			21			0			0.87			0.87			20			23			23			2			21			21			1.00			
27			23			0			1.00			1.00			24			24			24			0			23			23			1.00			
28			21			0			0.95			0.95			18			19			19			0			21			21			1.00			
29			24			0			0.70			0.79			19			27			24			4			24			24			1.00			
30			24			0			0.88			0.84			21			24			25			3			24			24			1.00			
31			23			0			0.92			0.92			23			25			25			1			23			23			1.00			
32			25			0			0.96			0.96			23			24			24			0			25			25			1.00			
33			23			0			0.65			0.71			20			31			28			7			23			22			0.96			
34			22			0			0.91			0.95			20			22			21			1			22			22			1.00			
35			21			0			0.67			0.73			16			24			22			5			21			21			1.00			
36			22			0			0.91			0.95			20			22			21			0			22			22			1.00			
37			25			0			0.93			1.00			26			28			26			0			25			25			1.00			
38			24			0			0.54			0.62			15			28			24			5			24			22			0.92			
39			21			0			0.74			0.77			17			23			22			3			21			21			1.00			
40			21			0			0.96			1.00			24			25			24			0			21			21			1.00			
41			23			0			0.77			0.77			20			26			26			5			23			23			1.00			
42			24			0			1.00			1.00			27			27			27			0			24			24			1.00			
43			21			0			0.67			0.82			14			21			17			3			21			21			1.00			
44			23			0			0.95			1.00			21			22			21			0			23			23			1.00			
45			25			0			0.76			0.76			19			25			25			5			25			25			1.00			
46			24			0			0.78			0.84			21			27			25			3			24			24			1.00			
47			25			0			1.00			0.96			24			24			25			0			25			25			1.00			
48			21			0			0.91			0.91			20			22			22			1			21			20			0.95			
49			22			0			0.81			0.85			17			21			20			2			22			22			1.00			
50			23			0			0.95			0.95			18			19			19			1			23			23			1.00			
51			23			0			0.87			0.87			26			30			30			2			23			23			1.00			
52			21			0			0.91			0.95			20			22			21			0			21			21			1.00			
53			22			0			0.75			0.71			15			20			21			4			22			21			0.95			
54			25			0			1.00			1.00			23			23			23			0			25			25			1.00			
55			21			0			0.95			0.95			18			19			19			1			21			21			1.00			
56			22			0			0.96			1.00			23			24			23			0			22			22			1.00			
57			23			0			0.74			0.77			17			23			22			5			23			23			1.00			
58			24			0			0.96			1.00			24			25			24			0			24			24			1.00			
59			25			0			0.85			0.88			23			27			26			3			25			25			1.00			
60			21			0			0.90			0.90			19			21			21			2			21			21			1.00			
61			25			0			0.78			0.78			18			23			23			3			25			25			1.00			
62			23			0			0.81			0.81			22			27			27			3			23			23			1.00			
63			24			0			0.93			0.93			26			28			28			0			24			24			1.00			
64			23			0			0.88			0.85			23			26			27			1			23			23			1.00			
65			21			0			0.84			0.91			21			25			23			0			21			21			1.00			
66			24			0			1.00			1.00			25			25			25			0			24			24			1.00			
67			22			0			1.00			1.00			22			22			22			0			22			22			1.00			
68			21			0			0.90			0.90			18			20			20			1			21			21			1.00			
69			22			0			0.65			0.62			15			23			24			9			22			22			1.00			
70			24			0			0.91			0.91			20			22			22			2			24			24			1.00			
71			23			0			0.73			0.76			19			26			25			3			23			23			1.00			
72			25			0			1.00			0.96			23			23			24			0			25			25			1.00			
73			23			0			0.95			0.91			20			21			22			0			23			23			1.00			
74			23			0			0.83			0.79			19			23			24			2			23			23			1.00			
75			22			0			0.61			0.71			17			28			24			7			22			21			0.95			
76			21			0			0.95			0.90			18			19			20			0			21			21			1.00			
77			25			0			0.76			0.79			19			25			24			3			25			23			0.92			

Number of sentence:	78.00
Number of Error sentence:	0.00
Number of Skip  sentence:	0.00
Number of Valid sentence:	78.00
Bracketing Recall:	84.97
Bracketing Precision:	86.91
Bracketing FMeasure:	85.93
Complete match:	10.26
Average crossing:	2.19
No crossing:	34.62
Tagging accuracy:	99.05
