ParserWithPrecolation_0-10
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
0			9			0			0.40			0.80			4			10			5			0			9			6			0.67			
1			2			0			0.25			0.50			1			4			2			0			2			1			0.50			
2			6			0			0.43			0.75			3			7			4			0			6			3			0.50			
3			3			0			0.25			0.33			1			4			3			1			3			1			0.33			
4			5			0			0.57			1.00			4			7			4			0			5			1			0.20			
5			7			0			0.38			0.50			3			8			6			2			7			4			0.57			
6			8			0			0.56			0.83			5			9			6			0			8			7			0.88			
7			8			0			0.20			0.33			2			10			6			4			8			5			0.62			
8			6			0			0.29			0.40			2			7			5			1			6			4			0.67			
9			7			0			0.71			1.00			5			7			5			0			7			5			0.71			
10			8			0			0.33			0.43			3			9			7			3			8			6			0.75			
11			7			0			0.33			0.75			3			9			4			0			7			5			0.71			
12			9			0			0.27			0.50			3			11			6			0			9			6			0.67			
13			10			0			0.64			0.78			7			11			9			1			10			8			0.80			
14			5			0			0.67			1.00			4			6			4			0			5			4			0.80			
15			4			0			0.50			0.50			2			4			4			1			4			3			0.75			
16			4			0			0.20			0.33			1			5			3			0			4			3			0.75			
17			6			0			0.43			0.50			3			7			6			0			6			2			0.33			
18			9			0			0.18			0.29			2			11			7			3			9			4			0.44			
19			7			0			0.12			0.17			1			8			6			4			7			2			0.29			
20			4			0			0.33			0.50			2			6			4			1			4			2			0.50			
21			8			0			0.31			0.67			4			13			6			1			8			7			0.88			
22			10			0			0.20			0.33			2			10			6			2			10			5			0.50			
23			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
24			8			0			0.40			0.67			4			10			6			2			8			6			0.75			
25			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
26			10			0			0.36			0.50			4			11			8			3			10			6			0.60			
27			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
28			6			0			0.83			1.00			5			6			5			0			6			5			0.83			
29			7			0			0.20			0.33			2			10			6			1			7			4			0.57			
30			10			0			0.27			0.50			3			11			6			2			10			7			0.70			
31			10			0			0.27			0.50			3			11			6			0			10			6			0.60			
32			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
33			5			0			0.29			0.50			2			7			4			0			5			4			0.80			
34			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
35			3			0			0.25			0.50			1			4			2			0			3			1			0.33			
36			4			0			0.29			0.50			2			7			4			1			4			3			0.75			
37			8			0			0.67			0.75			6			9			8			1			8			6			0.75			
38			4			0			0.29			0.50			2			7			4			1			4			2			0.50			
39			8			0			0.27			0.43			3			11			7			2			8			6			0.75			
40			8			0			0.30			0.43			3			10			7			1			8			7			0.88			
41			3			0			0.40			1.00			2			5			2			0			3			1			0.33			
42			5			0			0.17			0.20			1			6			5			0			5			2			0.40			
43			10			0			0.15			0.25			2			13			8			2			10			6			0.60			
44			8			0			0.11			0.17			1			9			6			2			8			5			0.62			
45			9			0			0.36			0.80			4			11			5			1			9			5			0.56			
46			10			0			0.36			0.62			5			14			8			3			10			6			0.60			
47			9			0			0.30			0.60			3			10			5			0			9			8			0.89			
48			8			0			0.50			0.80			4			8			5			0			8			5			0.62			
49			10			0			0.23			0.43			3			13			7			4			10			6			0.60			
50			7			0			0.62			0.83			5			8			6			0			7			4			0.57			
51			9			0			0.36			0.50			4			11			8			2			9			5			0.56			
52			10			0			0.78			1.00			7			9			7			0			10			9			0.90			
53			6			0			0.50			0.75			3			6			4			0			6			4			0.67			
54			10			0			0.40			0.44			4			10			9			4			10			7			0.70			
55			8			0			0.27			0.60			3			11			5			0			8			3			0.38			
56			9			0			0.44			0.57			4			9			7			0			9			5			0.56			
57			8			0			0.20			0.33			2			10			6			2			8			3			0.38			
58			6			0			0.43			0.60			3			7			5			0			6			3			0.50			
59			4			0			0.40			0.67			2			5			3			0			4			1			0.25			
60			9			0			0.88			0.88			7			8			8			0			9			8			0.89			
61			7			0			0.43			0.50			3			7			6			2			7			5			0.71			
62			7			0			0.38			0.50			3			8			6			0			7			5			0.71			
63			9			0			0.50			0.71			5			10			7			0			9			4			0.44			
64			8			0			0.44			0.67			4			9			6			0			8			6			0.75			
65			6			0			0.50			0.50			3			6			6			2			6			5			0.83			
66			8			0			0.11			0.20			1			9			5			2			8			5			0.62			
67			10			0			0.46			0.75			6			13			8			0			10			4			0.40			
68			4			0			0.20			0.25			1			5			4			2			4			2			0.50			
69			7			0			0.25			0.40			2			8			5			1			7			3			0.43			
70			9			0			0.30			0.50			3			10			6			1			9			7			0.78			
71			9			0			0.17			0.25			2			12			8			5			9			4			0.44			
72			8			0			0.30			0.43			3			10			7			3			8			5			0.62			
73			10			0			0.50			0.83			5			10			6			0			10			9			0.90			
74			8			0			0.62			1.00			5			8			5			0			8			7			0.88			
75			7			0			0.33			0.50			3			9			6			1			7			5			0.71			
76			7			0			0.43			0.60			3			7			5			0			7			5			0.71			
77			8			0			0.57			0.67			4			7			6			0			8			6			0.75			
78			6			0			0.50			0.50			3			6			6			2			6			4			0.67			
79			9			0			0.78			0.88			7			9			8			0			9			8			0.89			
80			4			0			0.33			0.67			2			6			3			1			4			3			0.75			
81			4			0			0.43			1.00			3			7			3			0			4			1			0.25			
82			6			0			0.22			0.40			2			9			5			2			6			3			0.50			
83			4			0			0.60			0.75			3			5			4			0			4			3			0.75			
84			10			0			0.50			0.75			6			12			8			1			10			7			0.70			
85			6			0			0.25			0.40			2			8			5			0			6			5			0.83			
86			5			0			0.50			0.75			3			6			4			0			5			4			0.80			
87			8			0			0.50			0.67			4			8			6			0			8			6			0.75			
88			7			0			0.38			0.43			3			8			7			1			7			3			0.43			
89			7			0			0.25			0.50			2			8			4			1			7			5			0.71			
90			6			0			0.33			0.33			2			6			6			3			6			4			0.67			
91			7			0			0.33			0.75			3			9			4			0			7			5			0.71			
92			8			0			0.62			1.00			5			8			5			0			8			7			0.88			
93			5			0			0.33			0.50			2			6			4			0			5			2			0.40			
94			9			0			0.62			0.71			5			8			7			0			9			6			0.67			
95			5			0			0.43			0.75			3			7			4			0			5			3			0.60			
96			5			0			0.80			1.00			4			5			4			0			5			4			0.80			
97			5			0			0.80			1.00			4			5			4			0			5			4			0.80			

Number of sentence:	98.00
Number of Error sentence:	0.00
Number of Skip  sentence:	0.00
Number of Valid sentence:	98.00
Bracketing Recall:	38.32
Bracketing Precision:	58.16
Bracketing FMeasure:	46.20
Complete match:	0.00
Average crossing:	0.95
No crossing:	48.98
Tagging accuracy:	65.10


ParserWithoutPrecolation_0-10
=================================================================================================================================================
 ID 	 length 	 state 	 recall 	 prec 	 matched_brackets 	 gold_brackets 	 test_brackets 	 cross_brackets 	 words 	 correct_tags 	 tag_accracy 	
0			9			0			0.90			1.00			9			10			9			0			9			9			1.00			
1			2			0			0.25			0.33			1			4			3			0			2			1			0.50			
2			6			0			1.00			1.00			7			7			7			0			6			6			1.00			
3			3			0			0.50			0.40			2			4			5			0			3			3			1.00			
4			5			0			1.00			1.00			7			7			7			0			5			4			0.80			
5			7			0			0.75			0.67			6			8			9			1			7			5			0.71			
6			8			0			1.00			1.00			9			9			9			0			8			8			1.00			
7			8			0			0.40			0.44			4			10			9			4			8			6			0.75			
8			6			0			0.86			0.75			6			7			8			0			6			5			0.83			
9			7			0			1.00			1.00			7			7			7			0			7			7			1.00			
10			8			0			0.78			0.78			7			9			9			0			8			7			0.88			
11			7			0			0.78			0.88			7			9			8			0			7			6			0.86			
12			9			0			0.82			0.82			9			11			11			0			9			8			0.89			
13			10			0			0.73			0.73			8			11			11			2			10			9			0.90			
14			5			0			0.83			0.83			5			6			6			0			5			5			1.00			
15			4			0			0.50			0.50			2			4			4			1			4			3			0.75			
16			4			0			0.80			0.67			4			5			6			0			4			4			1.00			
17			6			0			0.57			0.50			4			7			8			0			6			2			0.33			
18			9			0			0.82			0.82			9			11			11			0			9			7			0.78			
19			7			0			0.75			0.67			6			8			9			0			7			6			0.86			
20			4			0			0.33			0.25			2			6			8			1			4			3			0.75			
21			8			0			0.54			0.64			7			13			11			2			8			8			1.00			
22			10			0			0.20			0.29			2			10			7			2			10			6			0.60			
